cik,ticker,fiscal_year,prev_fiscal_year,report_date,filing_date,prev_filing_date,accession,prev_accession,cos_full,jac_full,len_full,cos_1a,jac_1a,len_1a,cos_7,jac_7,len_7
0000831001,C,2016,2015,2016-12-31,2017-02-24,2016-02-26,0000831001-17-000038,0000831001-16-000235,0.999159,0.873565,1136295,,,0,,,0
0000831001,C,2017,2016,2017-12-31,2018-02-23,2017-02-24,0000831001-18-000040,0000831001-17-000038,0.998294,0.896979,1110900,,,0,,,0
0000831001,C,2018,2017,2018-12-31,2019-02-22,2018-02-23,0000831001-19-000027,0000831001-18-000040,0.998827,0.876402,1074678,,,0,,,0
0000831001,C,2019,2018,2019-12-31,2020-02-21,2019-02-22,0000831001-20-000031,0000831001-19-000027,0.999171,0.899862,1068617,,,0,,,0
0000831001,C,2020,2019,2020-12-31,2021-02-26,2020-02-21,0000831001-21-000042,0000831001-20-000031,0.995264,0.862243,1188695,,,0,,,0
0000831001,C,2021,2020,2021-12-31,2022-02-28,2021-02-26,0000831001-22-000036,0000831001-21-000042,0.998826,0.853533,1206390,,,0,,,0
0000831001,C,2022,2021,2022-12-31,2023-02-27,2022-02-28,0000831001-23-000037,0000831001-22-000036,0.996557,0.864502,1228411,,,0,,,0
0000831001,C,2023,2022,2023-12-31,2024-02-23,2023-02-27,0000831001-24-000033,0000831001-23-000037,0.997620,0.886311,1242137,,,0,,,0
0000831001,C,2024,2023,2024-12-31,2025-02-21,2024-02-23,0000831001-25-000067,0000831001-24-000033,0.999127,0.905650,1245366,,,0,,,0
0000831001,C,2025,2024,2025-12-31,2026-02-20,2025-02-21,0000831001-26-000011,0000831001-25-000067,0.998711,0.879671,1164364,,,0,,,0
0000018230,CAT,2008,2007,2008-12-31,2009-02-20,2008-02-22,0000018230-09-000063,0000018230-08-000052,0.991930,0.769505,128738,0.932689,0.655469,37542,,,0
0000018230,CAT,2009,2008,2009-12-31,2010-02-19,2009-02-20,0000018230-10-000092,0000018230-09-000063,0.985465,0.802350,123634,0.984714,0.783333,42687,,,0
0000018230,CAT,2010,2009,2010-12-31,2011-02-22,2010-02-19,0001104659-11-008938,0000018230-10-000092,0.990475,0.805858,134390,0.981653,0.775382,50033,,,0
0000018230,CAT,2011,2010,2011-12-31,2012-02-21,2011-02-22,0001104659-12-011331,0001104659-11-008938,0.993357,0.798146,137150,0.994479,0.885735,50632,,,0
0000018230,CAT,2012,2011,2012-12-31,2013-02-19,2012-02-21,0000018230-13-000075,0001104659-12-011331,0.995754,0.894342,139544,0.993251,0.893183,51018,,,0
0000018230,CAT,2013,2012,2013-12-31,2014-02-18,2013-02-19,0000018230-14-000058,0000018230-13-000075,0.997739,0.904371,142994,0.997068,0.907703,53950,,,0
0000018230,CAT,2014,2013,2014-12-31,2015-02-17,2014-02-18,0000018230-15-000061,0000018230-14-000058,0.997960,0.911798,147921,0.997125,0.910468,54077,,,0
0000018230,CAT,2015,2014,2015-12-31,2016-02-16,2015-02-17,0000018230-16-000410,0000018230-15-000061,0.932370,0.681447,513820,0.998454,0.957797,52656,,,164849
0000018230,CAT,2016,2015,2016-12-31,2017-02-15,2016-02-16,0000018230-17-000041,0000018230-16-000410,0.996738,0.916821,535379,0.995940,0.920601,50153,0.991088,0.850123,168568
0000018230,CAT,2017,2016,2017-12-31,2018-02-15,2017-02-15,0000018230-18-000042,0000018230-17-000041,0.998452,0.924914,525422,0.999282,0.964784,50681,0.958703,0.549924,97079
0000018230,CAT,2018,2017,2018-12-31,2019-02-14,2018-02-15,0000018230-19-000034,0000018230-18-000042,0.998274,0.922505,520266,0.997447,0.943125,49946,0.983949,0.831373,91718
0000018230,CAT,2019,2018,2019-12-31,2020-02-19,2019-02-14,0000018230-20-000056,0000018230-19-000034,0.997467,0.931191,492748,0.998650,0.958303,51103,0.886945,0.283682,13898
0000018230,CAT,2020,2019,2020-12-31,2021-02-17,2020-02-19,0000018230-21-000063,0000018230-20-000056,0.996137,0.895546,465384,0.995204,0.937802,54399,0.905203,0.618785,40107
0000018230,CAT,2021,2020,2021-12-31,2022-02-16,2021-02-17,0000018230-22-000050,0000018230-21-000063,0.998644,0.945910,449306,0.996090,0.934437,57281,0.956277,0.680261,39764
0000018230,CAT,2022,2021,2022-12-31,2023-02-15,2022-02-16,0000018230-23-000011,0000018230-22-000050,0.998423,0.929943,435750,0.997631,0.922733,57356,0.929904,0.625344,29570
0000018230,CAT,2023,2022,2023-12-31,2024-02-16,2023-02-15,0000018230-24-000009,0000018230-23-000011,0.998943,0.922185,430796,0.995549,0.934555,53870,0.962975,0.692517,28596
0000018230,CAT,2024,2023,2024-12-31,2025-02-14,2024-02-16,0000018230-25-000008,0000018230-24-000009,0.999500,0.951405,434582,0.999717,0.984039,53649,0.969727,0.745814,27752
0000018230,CAT,2025,2024,2025-12-31,2026-02-13,2025-02-14,0000018230-26-000008,0000018230-25-000008,0.995988,0.954032,435176,0.999999,1.000000,53635,0.964235,0.716440,28035
0000021665,CL,2008,2007,2008-12-31,2009-02-27,2008-02-28,0001193125-09-041029,0001193125-08-041526,0.997567,0.851549,247270,0.966331,0.715458,15714,0.991749,0.776819,71885
0000021665,CL,2009,2008,2009-12-31,2010-02-25,2009-02-27,0001140361-10-008522,0001193125-09-041029,0.996181,0.855707,245973,0.987913,0.901269,15805,0.988738,0.745235,64539
0000021665,CL,2010,2009,2010-12-31,2011-02-24,2010-02-25,0001140361-11-011883,0001140361-10-008522,0.996302,0.869392,237218,0.985605,0.845144,17684,0.983841,0.769443,54512
0000021665,CL,2011,2010,2011-12-31,2012-02-23,2011-02-24,0001445305-12-000409,0001140361-11-011883,0.994044,0.896552,262367,0.992479,0.909669,18474,0.964591,0.767359,66945
0000021665,CL,2012,2011,2012-12-31,2013-02-21,2012-02-23,0001445305-13-000275,0001445305-12-000409,0.996971,0.920279,296597,0.986474,0.817980,22330,0.987860,0.831105,88495
0000021665,CL,2013,2012,2013-12-31,2014-02-20,2013-02-21,0001545547-14-000003,0001445305-13-000275,0.996228,0.908224,321554,0.981096,0.917021,24892,0.988077,0.855663,103016
0000021665,CL,2014,2013,2014-12-31,2015-02-19,2014-02-20,0001628280-15-000846,0001545547-14-000003,0.996639,0.908776,327729,0.991298,0.853246,31105,0.990836,0.883957,105243
0000021665,CL,2015,2014,2015-12-31,2016-02-18,2015-02-19,0001628280-16-011343,0001628280-15-000846,0.996520,0.907248,349911,0.990872,0.864695,31227,0.990606,0.874846,118353
0000021665,CL,2016,2015,2016-12-31,2017-02-23,2016-02-18,0000021665-17-000002,0001628280-16-011343,0.997839,0.915479,357357,0.995917,0.941989,32245,0.993655,0.849615,120645
0000021665,CL,2017,2016,2017-12-31,2018-02-15,2017-02-23,0000021665-18-000003,0000021665-17-000002,0.995945,0.917804,367679,0.995008,0.903678,33970,0.990231,0.887522,131064
0000021665,CL,2018,2017,2018-12-31,2019-02-21,2018-02-15,0000021665-19-000003,0000021665-18-000003,0.995759,0.902089,357151,0.987398,0.826087,40167,0.991471,0.871722,124069
0000021665,CL,2019,2018,2019-12-31,2020-02-21,2019-02-21,0000021665-20-000004,0000021665-19-000003,0.996037,0.901797,359619,0.993424,0.908373,40270,0.987079,0.817933,112162
0000021665,CL,2020,2019,2020-12-31,2021-02-18,2020-02-21,0000021665-21-000007,0000021665-20-000004,0.992168,0.857963,363273,0.992065,0.905518,48344,0.984534,0.767503,104618
0000021665,CL,2021,2020,2021-12-31,2022-02-17,2021-02-18,0000021665-22-000003,0000021665-21-000007,0.995507,0.894627,334996,0.995847,0.906054,54637,0.994271,0.836656,97343
0000021665,CL,2022,2021,2022-12-31,2023-02-16,2022-02-17,0000021665-23-000007,0000021665-22-000003,0.998206,0.907011,343094,0.995658,0.904319,58873,0.992744,0.826257,100927
0000021665,CL,2023,2022,2023-12-31,2024-02-15,2023-02-16,0000021665-24-000003,0000021665-23-000007,0.997661,0.878910,350759,0.991576,0.911317,58446,0.993211,0.863277,98975
0000021665,CL,2024,2023,2024-12-31,2025-02-13,2024-02-15,0000021665-25-000008,0000021665-24-000003,0.998187,0.899220,341652,0.995084,0.932622,57778,0.994680,0.876853,96251
0000021665,CL,2025,2024,2025-12-31,2026-02-23,2025-02-13,0000021665-26-000006,0000021665-25-000008,0.997343,0.899499,339502,0.992927,0.870253,59768,0.989685,0.805743,92339
0001166691,CMCSA,2008,2007,2008-12-31,2009-02-20,2008-02-20,0001193125-09-033975,0001193125-08-034239,0.991773,0.834762,343584,0.944071,0.639466,15642,0.973987,0.752281,60698
0001166691,CMCSA,2009,2008,2009-12-31,2010-02-23,2009-02-20,0001193125-10-037551,0001193125-09-033975,0.994615,0.858319,343107,0.969484,0.745050,19964,0.983217,0.772498,59310
0001166691,CMCSA,2010,2009,2010-12-31,2011-02-25,2010-02-23,0001193125-11-047243,0001193125-10-037551,0.938333,0.751077,419413,0.897771,0.552846,39360,0.904862,0.754730,64598
0001166691,CMCSA,2011,2010,2011-12-31,2012-02-23,2011-02-25,0001193125-12-073905,0001193125-11-047243,0.989563,0.841734,473553,0.963365,0.775767,38128,0.940398,0.623625,97052
0001166691,CMCSA,2012,2011,2012-12-31,2013-02-21,2012-02-23,0001193125-13-067658,0001193125-12-073905,0.998048,0.900681,450959,0.990734,0.931677,37212,0.991709,0.799510,93715
0001166691,CMCSA,2013,2012,2013-12-31,2014-02-12,2013-02-21,0001193125-14-047522,0001193125-13-067658,0.989541,0.899648,571700,0.986516,0.839869,40879,0.973373,0.793317,94843
0001166691,CMCSA,2014,2013,2014-12-31,2015-02-27,2014-02-12,0001193125-15-068526,0001193125-14-047522,0.995662,0.877844,563411,0.986112,0.820860,39543,0.981831,0.815679,106749
0001166691,CMCSA,2015,2014,2015-12-31,2016-02-05,2015-02-27,0001193125-16-452423,0001193125-15-068526,0.995743,0.897149,552085,0.991740,0.923278,37923,0.985035,0.762018,94360
0001166691,CMCSA,2016,2015,2016-12-31,2017-02-03,2016-02-05,0001193125-17-030512,0001193125-16-452423,0.995681,0.887971,531027,0.994557,0.902524,37137,0.992827,0.851135,95135
0001166691,CMCSA,2017,2016,2017-12-31,2018-01-31,2017-02-03,0001166691-18-000004,0001193125-17-030512,0.998317,0.893998,546542,0.993553,0.924825,37578,0.992329,0.838497,101501
0001166691,CMCSA,2018,2017,2018-12-31,2019-01-31,2018-01-31,0001166691-19-000005,0001166691-18-000004,0.985122,0.855491,594449,0.888576,0.880855,43847,0.969771,0.791720,103213
0001166691,CMCSA,2019,2018,2019-12-31,2020-01-30,2019-01-31,0001166691-20-000008,0001166691-19-000005,0.997268,0.883853,564414,0.984609,0.900966,42787,0.986685,0.800252,101380
0001166691,CMCSA,2020,2019,2020-12-31,2021-02-04,2020-01-30,0001166691-21-000008,0001166691-20-000008,0.987418,0.874741,439399,0.981592,0.857795,47219,0.975161,0.728522,113119
0001166691,CMCSA,2021,2020,2021-12-31,2022-02-02,2021-02-04,0001166691-22-000009,0001166691-21-000008,0.993806,0.866016,417399,0.990238,0.834923,46230,0.983346,0.722519,98974
0001166691,CMCSA,2022,2021,2022-12-31,2023-02-03,2022-02-02,0001166691-23-000010,0001166691-22-000009,0.997699,0.922322,411120,0.995810,0.932965,44476,0.985964,0.833217,88824
0001166691,CMCSA,2023,2022,2023-12-31,2024-01-31,2023-02-03,0001166691-24-000011,0001166691-23-000010,0.985940,0.858331,404775,0.950102,0.888037,45003,0.960603,0.808876,95792
0001166691,CMCSA,2024,2023,2024-12-31,2025-01-31,2024-01-31,0001166691-25-000011,0001166691-24-000011,0.997904,0.906793,386145,0.993518,0.912214,45378,0.988046,0.854369,83293
0001166691,CMCSA,2025,2024,2025-12-31,2026-02-03,2025-01-31,0001628280-26-004994,0001166691-25-000011,0.992753,0.939227,398851,0.997826,0.950420,47246,0.988549,0.870023,88460
0000927628,COF,2008,2007,2008-12-31,2009-02-26,2008-02-29,0001193125-09-039271,0001193125-08-043757,0.990658,0.770557,648537,0.951414,0.623472,36520,0.685081,0.171296,4523
0000927628,COF,2009,2008,2009-12-31,2010-02-26,2009-02-26,0001193125-10-043152,0001193125-09-039271,0.988871,0.800471,782957,0.978795,0.707787,36326,0.595899,0.149886,18891
0000927628,COF,2010,2009,2010-12-31,2011-03-01,2010-02-26,0001140361-11-012916,0001193125-10-043152,0.962923,0.715755,794250,0.971123,0.739583,32618,0.815510,0.220784,276818
0000927628,COF,2011,2010,2011-12-31,2012-02-29,2011-03-01,0001193125-12-086138,0001140361-11-012916,0.995413,0.826793,890025,0.965868,0.662994,64325,0.993218,0.794449,304515
0000927628,COF,2012,2011,2012-12-31,2013-02-28,2012-02-29,0001193125-13-084249,0001193125-12-086138,0.997162,0.860022,928489,0.993702,0.878580,64533,0.990780,0.779202,304939
0000927628,COF,2013,2012,2013-12-31,2014-02-27,2013-02-28,0001193125-14-073467,0001193125-13-084249,0.997332,0.841612,869419,0.992125,0.839499,68018,0.994213,0.733405,283608
0000927628,COF,2014,2013,2014-12-31,2015-02-24,2014-02-27,0000927628-15-000026,0001193125-14-073467,0.991553,0.883356,860302,0.990836,0.867137,70988,0.986218,0.847212,289101
0000927628,COF,2015,2014,2015-12-31,2016-02-25,2015-02-24,0000927628-16-000140,0000927628-15-000026,0.998579,0.888460,840175,0.983721,0.741489,77260,0.995708,0.895453,273276
0000927628,COF,2016,2015,2016-12-31,2017-02-23,2016-02-25,0000927628-17-000115,0000927628-16-000140,0.998792,0.912172,829401,0.997967,0.937892,81365,0.995868,0.858770,263084
0000927628,COF,2017,2016,2017-12-31,2018-02-21,2017-02-23,0000927628-18-000107,0000927628-17-000115,0.998925,0.891026,792176,0.995616,0.875132,87016,0.997265,0.879010,250394
0000927628,COF,2018,2017,2018-12-31,2019-02-20,2018-02-21,0000927628-19-000093,0000927628-18-000107,0.998654,0.900211,742008,0.996747,0.880125,86622,0.995846,0.890770,225022
0000927628,COF,2019,2018,2019-12-31,2020-02-20,2019-02-20,0000927628-20-000102,0000927628-19-000093,0.998865,0.902903,718981,0.995176,0.890276,86869,0.994814,0.842611,219527
0000927628,COF,2020,2019,2020-12-31,2021-02-25,2020-02-20,0000927628-21-000094,0000927628-20-000102,0.996220,0.886531,769124,0.995223,0.904882,99302,0.989570,0.864596,225845
0000927628,COF,2021,2020,2021-12-31,2022-02-25,2021-02-25,0000927628-22-000106,0000927628-21-000094,0.998900,0.908589,723721,0.995925,0.854236,101420,0.996098,0.865882,209880
0000927628,COF,2022,2021,2022-12-31,2023-02-24,2022-02-25,0000927628-23-000117,0000927628-22-000106,0.999030,0.938679,715191,0.997484,0.884485,101838,0.835570,0.197259,25870
0000927628,COF,2023,2022,2023-12-31,2024-02-23,2023-02-24,0000927628-24-000094,0000927628-23-000117,0.998535,0.879369,770908,0.990559,0.819881,119879,0.991599,0.814545,25567
0000927628,COF,2024,2023,2024-12-31,2025-02-20,2024-02-23,0000927628-25-000092,0000927628-24-000094,0.999652,0.939229,791585,0.997976,0.900941,133200,0.989911,0.822430,25518
0000927628,COF,2025,2024,2025-12-31,2026-02-19,2025-02-20,0000927628-26-000024,0000927628-25-000092,0.997869,0.897046,872681,0.993314,0.807332,164795,0.985067,0.829222,26133
0001163165,COP,2008,2007,2008-12-31,2009-02-25,2008-02-22,0001362310-09-002769,0000950129-08-001094,0.994328,0.805412,568278,0.949421,0.479899,9185,0.993501,0.808869,144772
0001163165,COP,2009,2008,2009-12-31,2010-02-25,2009-02-25,0000950123-10-017187,0001362310-09-002769,0.996353,0.852135,535231,0.989499,0.839479,8284,0.989704,0.802523,122219
0001163165,COP,2010,2009,2010-12-31,2011-02-23,2010-02-25,0000950123-11-016957,0000950123-10-017187,0.997808,0.880600,529657,0.944474,0.910515,9324,0.994950,0.845796,119446
0001163165,COP,2011,2010,2011-12-31,2012-02-21,2011-02-23,0001193125-12-070636,0000950123-11-016957,0.990412,0.844176,531295,0.972728,0.856582,10544,0.989313,0.844705,123781
0001163165,COP,2012,2011,2012-12-31,2013-02-19,2012-02-21,0001193125-13-065426,0001193125-12-070636,0.983015,0.769385,503136,0.956442,0.841121,10373,0.972461,0.764109,118133
0001163165,COP,2013,2012,2013-12-31,2014-02-25,2013-02-19,0001193125-14-066358,0001193125-13-065426,0.996521,0.866259,509133,0.990109,0.910816,11189,0.992406,0.857143,123810
0001163165,COP,2014,2013,2014-12-31,2015-02-24,2014-02-25,0001193125-15-059281,0001193125-14-066358,0.998077,0.902747,520120,0.993862,0.953704,11536,0.991089,0.870748,132841
0001163165,COP,2015,2014,2015-12-31,2016-02-23,2015-02-24,0001193125-16-472901,0001193125-15-059281,0.998155,0.892073,527395,0.974405,0.703166,18945,0.991570,0.843113,129637
0001163165,COP,2016,2015,2016-12-31,2017-02-21,2016-02-23,0001193125-17-050077,0001193125-16-472901,0.998495,0.893693,538097,0.994562,0.895307,21107,0.993432,0.866356,133975
0001163165,COP,2017,2016,2017-12-31,2018-02-20,2017-02-21,0001193125-18-049729,0001193125-17-050077,0.997088,0.909949,543090,0.994779,0.943991,21885,0.992657,0.882003,141536
0001163165,COP,2018,2017,2018-12-31,2019-02-19,2018-02-20,0001193125-19-043841,0001193125-18-049729,0.997624,0.876354,588369,0.977381,0.704325,32499,0.991289,0.841296,153210
0001163165,COP,2019,2018,2019-12-31,2020-02-18,2019-02-19,0001193125-20-039954,0001193125-19-043841,0.995076,0.880680,567802,0.951442,0.904470,31747,0.979879,0.809467,128591
0001163165,COP,2020,2019,2020-12-31,2021-02-16,2020-02-18,0001562762-21-000027,0001193125-20-039954,0.994987,0.808912,572468,0.963559,0.695890,44306,0.981678,0.759850,137786
0001163165,COP,2021,2020,2021-12-31,2022-02-17,2021-02-16,0001562762-22-000031,0001562762-21-000027,0.992308,0.835928,545781,0.981146,0.759176,44015,0.981111,0.793407,126155
0001163165,COP,2022,2021,2022-12-31,2023-02-16,2022-02-17,0001163165-23-000006,0001562762-22-000031,0.998098,0.865808,531293,0.988712,0.769542,41169,0.990538,0.817292,124663
0001163165,COP,2023,2022,2023-12-31,2024-02-15,2023-02-16,0001163165-24-000010,0001163165-23-000006,0.997581,0.873026,525348,0.992997,0.821127,41265,0.989804,0.870704,118982
0001163165,COP,2024,2023,2024-12-31,2025-02-18,2024-02-15,0001163165-25-000012,0001163165-24-000010,0.992286,0.890749,529843,0.959146,0.861092,46697,0.888421,0.347982,23503
0001163165,COP,2025,2024,2025-12-31,2026-02-17,2025-02-18,0001163165-26-000009,0001163165-25-000012,0.997834,0.927932,494794,0.963522,0.890909,41945,0.942532,0.724138,23278
0000909832,COST,2008,2007,2008-08-31,2008-10-16,2007-10-25,0001193125-08-211709,0001193125-07-225805,0.990744,0.824866,260503,0.983148,0.786579,24369,0.953181,0.703040,60412
0000909832,COST,2009,2008,2009-08-30,2009-10-16,2008-10-16,0001193125-09-208963,0001193125-08-211709,0.996314,0.855830,266348,0.993303,0.885774,27120,0.971494,0.771094,53567
0000909832,COST,2010,2009,2010-08-29,2010-10-18,2009-10-16,0001193125-10-230379,0001193125-09-208963,0.996920,0.886710,253035,0.996614,0.937310,28898,0.983650,0.743981,49006
0000909832,COST,2011,2010,2011-08-28,2011-10-14,2010-10-18,0001193125-11-271844,0001193125-10-230379,0.998201,0.886604,250213,0.993450,0.874882,29675,0.990314,0.862745,46997
0000909832,COST,2012,2011,2012-09-02,2012-10-19,2011-10-14,0001193125-12-428890,0001193125-11-271844,0.995079,0.861411,226891,0.990927,0.904627,31151,0.976750,0.776756,42799
0000909832,COST,2013,2012,2013-09-01,2013-10-16,2012-10-19,0001445305-13-002422,0001193125-12-428890,0.998364,0.945752,225669,0.995485,0.921698,32423,0.987873,0.865741,39652
0000909832,COST,2014,2013,2014-08-31,2014-10-15,2013-10-16,0000909832-14-000021,0001445305-13-002422,0.997870,0.926511,215804,0.998712,0.956149,32180,0.988559,0.857008,39414
0000909832,COST,2015,2014,2015-08-30,2015-10-14,2014-10-15,0000909832-15-000014,0000909832-14-000021,0.998689,0.928647,216443,0.996948,0.944653,33969,0.990828,0.863768,40453
0000909832,COST,2016,2015,2016-08-28,2016-10-12,2015-10-14,0000909832-16-000032,0000909832-15-000014,0.999188,0.951803,218725,0.996432,0.937443,34090,0.995841,0.911266,40845
0000909832,COST,2017,2016,2017-09-03,2017-10-18,2016-10-12,0000909832-17-000014,0000909832-16-000032,0.998609,0.933475,215389,0.995472,0.917796,34470,0.993457,0.914032,41848
0000909832,COST,2018,2017,2018-09-02,2018-10-26,2017-10-18,0000909832-18-000013,0000909832-17-000014,0.994195,0.872600,203054,0.996393,0.919039,35354,0.980830,0.779904,35831
0000909832,COST,2019,2018,2019-09-01,2019-10-11,2018-10-26,0000909832-19-000019,0000909832-18-000013,0.997133,0.897064,206091,0.998128,0.937112,35773,0.985438,0.836842,29775
0000909832,COST,2020,2019,2020-08-30,2020-10-07,2019-10-11,0000909832-20-000017,0000909832-19-000019,0.995484,0.842070,218242,0.984569,0.743455,42516,0.970806,0.786640,33552
0000909832,COST,2021,2020,2021-08-29,2021-10-06,2020-10-07,0000909832-21-000014,0000909832-20-000017,0.998458,0.904794,211335,0.997692,0.926275,41913,0.982888,0.793207,29467
0000909832,COST,2022,2021,2022-08-28,2022-10-05,2021-10-06,0000909832-22-000021,0000909832-21-000014,0.998492,0.920268,204130,0.998297,0.950806,40308,0.988525,0.871003,28589
0000909832,COST,2023,2022,2023-09-03,2023-10-11,2022-10-05,0000909832-23-000042,0000909832-22-000021,0.999090,0.939456,203074,0.998457,0.948739,40053,0.989332,0.908671,27675
0000909832,COST,2024,2023,2024-09-01,2024-10-09,2023-10-11,0000909832-24-000049,0000909832-23-000042,0.998124,0.877086,212288,0.998094,0.949234,40768,0.991919,0.893887,28005
0000909832,COST,2025,2024,2025-08-31,2025-10-08,2024-10-09,0000909832-25-000101,0000909832-24-000049,0.998084,0.929385,207071,0.998829,0.957278,42491,0.994056,0.929577,27163
0001108524,CRM,2008,2007,2008-01-31,2008-02-29,2007-03-09,0001193125-08-043828,0001193125-07-051045,0.997815,0.878565,285932,0.994650,0.863576,54091,0.991460,0.818773,49817
0001108524,CRM,2009,2008,2009-01-31,2009-03-09,2008-02-29,0001193125-09-048665,0001193125-08-043828,0.993416,0.881846,305213,0.988793,0.907692,58318,0.988864,0.790351,59437
0001108524,CRM,2010,2009,2010-01-31,2010-03-11,2009-03-09,0001193125-10-053838,0001193125-09-048665,0.994839,0.866279,303215,0.978797,0.813570,63722,0.993736,0.817158,53247
0001108524,CRM,2011,2010,2011-01-31,2011-03-23,2010-03-11,0001193125-11-075314,0001193125-10-053838,0.996774,0.892510,309280,0.991973,0.859504,55977,0.994126,0.823228,61366
0001108524,CRM,2012,2011,2012-01-31,2012-03-09,2011-03-23,0001193125-12-107281,0001193125-11-075314,0.994299,0.858188,343902,0.994053,0.883515,49384,0.981555,0.708049,84504
0001108524,CRM,2013,2012,2013-01-31,2013-03-08,2012-03-09,0001193125-13-098852,0001193125-12-107281,0.995815,0.882952,343459,0.997950,0.918919,53134,0.993458,0.796895,91150
0001108524,CRM,2014,2013,2014-01-31,2014-03-05,2013-03-08,0001193125-14-084762,0001193125-13-098852,0.992022,0.881921,371499,0.985630,0.856876,66648,0.989936,0.839555,92097
0001108524,CRM,2015,2014,2015-01-31,2015-03-06,2014-03-05,0001108524-15-000008,0001193125-14-084762,0.995566,0.885435,388879,0.992048,0.922604,67479,0.992521,0.833333,108403
0001108524,CRM,2016,2015,2016-01-31,2016-03-07,2015-03-06,0001108524-16-000053,0001108524-15-000008,0.998111,0.915966,400411,0.998525,0.935252,74235,0.996901,0.898578,108184
0001108524,CRM,2017,2016,2017-01-31,2017-03-06,2016-03-07,0001108524-17-000006,0001108524-16-000053,0.992755,0.873768,434766,0.997916,0.916435,82458,0.980406,0.778175,90598
0001108524,CRM,2018,2017,2018-01-31,2018-03-09,2017-03-06,0001108524-18-000011,0001108524-17-000006,0.998109,0.868024,438772,0.997693,0.892356,89416,0.994544,0.799759,92770
0001108524,CRM,2019,2018,2019-01-31,2019-03-08,2018-03-09,0001108524-19-000009,0001108524-18-000011,0.989774,0.854301,408139,0.991085,0.874059,90793,0.976395,0.765152,79493
0001108524,CRM,2020,2019,2020-01-31,2020-03-05,2019-03-08,0001108524-20-000014,0001108524-19-000009,0.990686,0.865499,396970,0.998139,0.922071,97840,0.968345,0.653781,61073
0001108524,CRM,2021,2020,2021-01-31,2021-03-17,2020-03-05,0001108524-22-000008,0001108524-20-000014,0.990817,0.829066,435315,0.983942,0.828234,133763,0.974585,0.671171,71037
0001108524,CRM,2022,2021,2022-01-31,2022-03-11,2021-03-17,0001108524-22-000013,0001108524-22-000008,0.996406,0.870442,413160,0.994483,0.864135,125997,0.986443,0.704734,58159
0001108524,CRM,2023,2022,2023-01-31,2023-03-08,2022-03-11,0001108524-23-000011,0001108524-22-000013,0.996816,0.879471,400044,0.997727,0.894670,128823,0.989879,0.785322,57684
0001108524,CRM,2024,2023,2024-01-31,2024-03-06,2023-03-08,0001108524-24-000005,0001108524-23-000011,0.998101,0.883891,400516,0.997413,0.925705,127380,0.994199,0.871642,54265
0001108524,CRM,2025,2024,2025-01-31,2025-03-05,2024-03-06,0001108524-25-000006,0001108524-24-000005,0.996523,0.879981,397218,0.996209,0.881876,119607,0.992869,0.860643,51616
0000858877,CSCO,2008,2007,2008-07-26,2008-09-15,2007-09-18,0001193125-08-195608,0001193125-07-202552,0.997465,0.908769,141521,0.968242,0.788677,84888,,,0
0000858877,CSCO,2009,2008,2009-07-25,2009-09-11,2008-09-15,0001193125-09-190326,0001193125-08-195608,0.994873,0.846780,158683,0.994400,0.912949,93000,,,0
0000858877,CSCO,2010,2009,2010-07-31,2010-09-21,2009-09-11,0001193125-10-213400,0001193125-09-190326,0.997940,0.897959,167167,0.979965,0.824266,76431,,,0
0000858877,CSCO,2011,2010,2011-07-30,2011-09-14,2010-09-21,0001193125-11-247394,0001193125-10-213400,0.941648,0.693776,486795,0.996148,0.946130,78110,,,138359
0000858877,CSCO,2012,2011,2012-07-28,2012-09-12,2011-09-14,0001193125-12-388590,0001193125-11-247394,0.997760,0.888022,488420,0.998738,0.967203,79332,0.992404,0.818418,131220
0000858877,CSCO,2013,2012,2013-07-27,2013-09-10,2012-09-12,0000858877-13-000049,0001193125-12-388590,0.997669,0.902961,507281,0.997948,0.954878,78593,0.992715,0.904868,133090
0000858877,CSCO,2014,2013,2014-07-26,2014-09-09,2013-09-10,0000858877-14-000029,0000858877-13-000049,0.998475,0.896875,502207,0.997796,0.948949,81238,0.996597,0.879339,127388
0000858877,CSCO,2015,2014,2015-07-25,2015-09-08,2014-09-09,0000858877-15-000070,0000858877-14-000029,0.998718,0.901460,500303,0.999473,0.977218,82788,0.996934,0.870843,123885
0000858877,CSCO,2016,2015,2016-07-30,2016-09-08,2015-09-08,0000858877-16-000117,0000858877-15-000070,0.996984,0.889087,508591,0.998559,0.958137,83345,0.982423,0.893387,121887
0000858877,CSCO,2017,2016,2017-07-29,2017-09-07,2016-09-08,0000858877-17-000016,0000858877-16-000117,0.998351,0.884557,499086,0.999394,0.976219,83400,0.996832,0.873979,115142
0000858877,CSCO,2018,2017,2018-07-28,2018-09-06,2017-09-07,0000858877-18-000011,0000858877-17-000016,0.988491,0.868171,470158,0.998767,0.975133,84905,0.981679,0.847839,105249
0000858877,CSCO,2019,2018,2019-07-27,2019-09-05,2018-09-06,0000858877-19-000012,0000858877-18-000011,0.996931,0.892001,428661,0.999202,0.963905,83534,0.983926,0.812308,81111
0000858877,CSCO,2020,2019,2020-07-25,2020-09-03,2019-09-05,0000858877-20-000010,0000858877-19-000012,0.997669,0.914121,418693,0.996599,0.958480,90635,0.988841,0.811481,72081
