cik,ticker,fiscal_year,prev_fiscal_year,report_date,filing_date,prev_filing_date,accession,prev_accession,cos_full,jac_full,len_full,cos_1a,jac_1a,len_1a,cos_7,jac_7,len_7
0001053507,AMT,2015,2014,2015-12-31,2016-02-26,2015-02-24,0001053507-16-000018,0001193125-15-059026,0.993757,0.897734,473139,0.994456,0.905676,38664,0.973295,0.830362,109796
0001053507,AMT,2016,2015,2016-12-31,2017-02-27,2016-02-26,0001053507-17-000009,0001053507-16-000018,0.996027,0.937371,471945,0.998196,0.954894,39033,0.985238,0.881295,108168
0001053507,AMT,2017,2016,2017-12-31,2018-02-28,2017-02-27,0001053507-18-000006,0001053507-17-000009,0.998221,0.928263,485519,0.994504,0.899428,39504,0.996537,0.873604,114614
0001053507,AMT,2018,2017,2018-12-31,2019-02-27,2018-02-28,0001053507-19-000012,0001053507-18-000006,0.997911,0.926218,504962,0.997464,0.950833,40163,0.991914,0.871348,123955
0001053507,AMT,2019,2018,2019-12-31,2020-02-25,2019-02-27,0001053507-20-000028,0001053507-19-000012,0.996350,0.903851,516439,0.992894,0.921158,42254,0.991564,0.865968,126293
0001053507,AMT,2020,2019,2020-12-31,2021-02-25,2020-02-25,0001053507-21-000026,0001053507-20-000028,0.994876,0.891310,522804,0.989390,0.911565,48278,0.986558,0.845277,126727
0001053507,AMT,2021,2020,2021-12-31,2022-02-25,2021-02-25,0001053507-22-000017,0001053507-21-000026,0.984214,0.896624,557056,0.959557,0.854222,60277,0.979766,0.901486,130114
0001053507,AMT,2022,2021,2022-12-31,2023-02-23,2022-02-25,0001053507-23-000023,0001053507-22-000017,0.991537,0.911940,529204,0.987646,0.874229,62604,0.978673,0.881017,115608
0001053507,AMT,2023,2022,2023-12-31,2024-02-27,2023-02-23,0001053507-24-000011,0001053507-23-000023,0.996551,0.917539,550724,0.993250,0.881459,63285,0.990082,0.895765,121989
0001053507,AMT,2024,2023,2024-12-31,2025-02-25,2024-02-27,0001053507-25-000025,0001053507-24-000011,0.993953,0.922278,581507,0.994253,0.915484,62900,0.984573,0.880798,135331
0001053507,AMT,2025,2024,2025-12-31,2026-02-24,2025-02-25,0001053507-26-000035,0001053507-25-000025,0.996956,0.908840,550899,0.991584,0.825799,73929,0.991913,0.841042,114300
0001018724,AMZN,2008,2007,2008-12-31,2009-01-30,2008-02-11,0001193125-09-014406,0001193125-08-024707,0.996341,0.883770,256990,0.998645,0.962571,39663,0.997021,0.903943,70139
0001018724,AMZN,2009,2008,2009-12-31,2010-01-29,2009-01-30,0001193125-10-016098,0001193125-09-014406,0.994729,0.882815,228686,0.998364,0.970346,38342,0.987232,0.758744,52433
0001018724,AMZN,2010,2009,2010-12-31,2011-01-28,2010-01-29,0001193125-11-016253,0001193125-10-016098,0.994603,0.894624,220417,0.998725,0.970124,38782,0.990203,0.909248,50240
0001018724,AMZN,2011,2010,2011-12-31,2012-02-01,2011-01-28,0001193125-12-032846,0001193125-11-016253,0.998254,0.868808,241213,0.995679,0.937803,38842,0.996885,0.918777,51787
0001018724,AMZN,2012,2011,2012-12-31,2013-01-30,2012-02-01,0001193125-13-028520,0001193125-12-032846,0.997376,0.872200,251602,0.999422,0.977236,39497,0.996630,0.910513,54073
0001018724,AMZN,2013,2012,2013-12-31,2014-01-31,2013-01-30,0001018724-14-000006,0001193125-13-028520,0.996864,0.862593,254554,0.999027,0.982215,40054,0.998168,0.952880,56654
0001018724,AMZN,2014,2013,2014-12-31,2015-01-30,2014-01-31,0001018724-15-000006,0001018724-14-000006,0.998518,0.915894,272623,0.997362,0.949573,43408,0.995620,0.887903,64065
0001018724,AMZN,2015,2014,2015-12-31,2016-01-29,2015-01-30,0001018724-16-000172,0001018724-15-000006,0.997375,0.908939,267862,0.999350,0.989189,43894,0.994987,0.905976,64910
0001018724,AMZN,2016,2015,2016-12-31,2017-02-10,2016-01-29,0001018724-17-000011,0001018724-16-000172,0.999019,0.924191,268242,0.999225,0.977029,44502,0.994045,0.873344,55449
0001018724,AMZN,2017,2016,2017-12-31,2018-02-02,2017-02-10,0001018724-18-000005,0001018724-17-000011,0.996388,0.902961,281763,0.995781,0.916427,47116,0.988460,0.841167,57849
0001018724,AMZN,2018,2017,2018-12-31,2019-02-01,2018-02-02,0001018724-19-000004,0001018724-18-000005,0.997684,0.915170,264178,0.992717,0.908962,44812,0.994853,0.903752,53389
0001018724,AMZN,2019,2018,2019-12-31,2020-01-31,2019-02-01,0001018724-20-000004,0001018724-19-000004,0.997924,0.904762,267698,0.993130,0.897743,49905,0.993788,0.930412,50174
0001018724,AMZN,2020,2019,2020-12-31,2021-02-03,2020-01-31,0001018724-21-000004,0001018724-20-000004,0.996796,0.882530,254382,0.998911,0.967025,50203,0.988222,0.868595,52939
0001018724,AMZN,2021,2020,2021-12-31,2022-02-04,2021-02-03,0001018724-22-000005,0001018724-21-000004,0.997490,0.905313,253840,0.998433,0.963804,52878,0.994288,0.896639,49824
0001018724,AMZN,2022,2021,2022-12-31,2023-02-03,2022-02-04,0001018724-23-000004,0001018724-22-000005,0.998891,0.914533,268791,0.998888,0.958706,55741,0.995667,0.903979,49439
0001018724,AMZN,2023,2022,2023-12-31,2024-02-02,2023-02-03,0001018724-24-000008,0001018724-23-000004,0.998945,0.933398,283803,0.998439,0.949040,59163,0.997263,0.963458,48139
0001018724,AMZN,2024,2023,2024-12-31,2025-02-07,2024-02-02,0001018724-25-000004,0001018724-24-000008,0.999350,0.954057,280819,0.999698,0.992701,59583,0.998672,0.958259,48733
0001018724,AMZN,2025,2024,2025-12-31,2026-02-06,2025-02-07,0001018724-26-000004,0001018724-25-000004,0.998877,0.941811,283994,0.999077,0.989446,60873,0.990973,0.911917,46519
0001730168,AVGO,2019,2018,2019-11-03,2019-12-20,2018-12-21,0001730168-19-000144,0001730168-18-000084,0.992484,0.856372,509986,0.996413,0.917674,112435,0.968831,0.789905,76089
0001730168,AVGO,2020,2019,2020-11-01,2020-12-18,2019-12-20,0001730168-20-000226,0001730168-19-000144,0.997288,0.875088,477239,0.992244,0.800357,103366,0.985862,0.847661,79902
0001730168,AVGO,2021,2020,2021-10-31,2021-12-17,2020-12-18,0001730168-21-000153,0001730168-20-000226,0.995152,0.914398,419443,0.997595,0.938816,100969,0.987165,0.885550,62187
0001730168,AVGO,2022,2021,2022-10-30,2022-12-16,2021-12-17,0001730168-22-000118,0001730168-21-000153,0.996198,0.925231,393700,0.994373,0.917404,104379,0.964353,0.775266,48802
0001730168,AVGO,2023,2022,2023-10-29,2023-12-14,2022-12-16,0001730168-23-000096,0001730168-22-000118,0.998176,0.933400,383289,0.996497,0.875526,109595,0.995534,0.901976,47671
0001730168,AVGO,2024,2023,2024-11-03,2024-12-20,2023-12-14,0001730168-24-000139,0001730168-23-000096,0.990877,0.880078,382245,0.992979,0.811069,86002,0.986356,0.850980,48317
0001730168,AVGO,2025,2024,2025-11-02,2025-12-18,2024-12-20,0001730168-25-000121,0001730168-24-000139,0.995816,0.885333,364947,0.987844,0.896809,90645,0.986508,0.901899,49569
0000004962,AXP,2008,2007,2008-12-31,2009-02-27,2008-02-28,0001193125-09-041008,0001193125-08-042043,0.988325,0.733488,352157,0.967659,0.680025,59795,,,0
0000004962,AXP,2009,2008,2009-12-31,2010-02-26,2009-02-27,0001193125-10-041232,0001193125-09-041008,0.997663,0.777307,380742,0.982434,0.750277,66523,,,0
0000004962,AXP,2010,2009,2010-12-31,2011-02-28,2010-02-26,0000950123-11-019072,0001193125-10-041232,0.994695,0.774481,453328,0.918005,0.400414,363881,,,0
0000004962,AXP,2011,2010,2011-12-31,2012-02-24,2011-02-28,0001193125-12-077400,0000950123-11-019072,0.997522,0.820577,474929,0.924002,0.473657,92998,,,0
0000004962,AXP,2012,2011,2012-12-31,2013-02-22,2012-02-24,0001193125-13-070554,0001193125-12-077400,0.997316,0.842809,455504,0.990905,0.817280,97901,,,0
0000004962,AXP,2013,2012,2013-12-31,2014-02-25,2013-02-22,0001193125-14-066777,0001193125-13-070554,0.984287,0.842094,446556,0.988927,0.849457,105695,,,0
0000004962,AXP,2014,2013,2014-12-31,2015-02-24,2014-02-25,0001193125-15-059931,0001193125-14-066777,0.997261,0.879451,433196,0.992417,0.853202,103193,,,0
0000004962,AXP,2015,2014,2015-12-31,2016-02-19,2015-02-24,0001193125-16-469798,0001193125-15-059931,0.980146,0.744268,709697,0.989011,0.761836,78617,,,183235
0000004962,AXP,2016,2015,2016-12-31,2017-02-17,2016-02-19,0001193125-17-047588,0001193125-16-469798,0.997231,0.845617,610053,0.995544,0.835908,80618,0.990928,0.843206,165954
0000004962,AXP,2017,2016,2017-12-31,2018-02-16,2017-02-17,0000004962-18-000032,0001193125-17-047588,0.998957,0.915832,606594,0.997368,0.885113,83494,0.994642,0.883583,169183
0000004962,AXP,2018,2017,2018-12-31,2019-02-13,2018-02-16,0000004962-19-000018,0000004962-18-000032,0.991848,0.898758,579343,0.995832,0.865304,84830,0.989533,0.868290,151439
0000004962,AXP,2019,2018,2019-12-31,2020-02-13,2019-02-13,0000004962-20-000030,0000004962-19-000018,0.998542,0.923525,555591,0.996657,0.914316,89412,0.995439,0.886836,143453
0000004962,AXP,2020,2019,2020-12-31,2021-02-12,2020-02-13,0000004962-21-000013,0000004962-20-000030,0.997603,0.876327,575556,0.996028,0.867980,93539,0.992130,0.801266,162413
0000004962,AXP,2021,2020,2021-12-31,2022-02-11,2021-02-12,0000004962-22-000008,0000004962-21-000013,0.999040,0.914102,576630,0.997063,0.883562,94460,0.994061,0.833265,161839
0000004962,AXP,2022,2021,2022-12-31,2023-02-10,2022-02-11,0000004962-23-000006,0000004962-22-000008,0.998165,0.914548,576291,0.996693,0.897461,98105,0.991956,0.864738,160067
0000004962,AXP,2023,2022,2023-12-31,2024-02-09,2023-02-10,0000004962-24-000013,0000004962-23-000006,0.998935,0.918312,610305,0.996994,0.899180,102954,0.996624,0.904283,164536
0000004962,AXP,2024,2023,2024-12-31,2025-02-07,2024-02-09,0000004962-25-000016,0000004962-24-000013,0.999143,0.917038,624140,0.997196,0.877783,104885,0.997330,0.896943,164393
0000004962,AXP,2025,2024,2025-12-31,2026-02-06,2025-02-07,0000004962-26-000080,0000004962-25-000016,0.998799,0.911467,623977,0.993925,0.883645,113132,0.994673,0.832048,159994
0000012927,BA,2008,2007,2008-12-31,2009-02-09,2008-02-15,0001193125-09-022654,0001193125-08-032328,0.997683,0.861566,392502,0.993075,0.912099,28101,0.989434,0.761743,106750
0000012927,BA,2009,2008,2009-12-31,2010-02-08,2009-02-09,0001193125-10-024406,0001193125-09-022654,0.993454,0.802181,387919,0.981685,0.825581,28453,0.987004,0.742991,106825
0000012927,BA,2010,2009,2010-12-31,2011-02-09,2010-02-08,0001193125-11-028490,0001193125-10-024406,0.998322,0.853131,370304,0.980148,0.772890,32905,0.993181,0.757461,99971
0000012927,BA,2011,2010,2011-12-31,2012-02-09,2011-02-09,0001193125-12-048565,0001193125-11-028490,0.998440,0.879022,371170,0.985438,0.785956,33838,0.989052,0.768687,94722
0000012927,BA,2012,2011,2012-12-31,2013-02-11,2012-02-09,0000012927-13-000014,0001193125-12-048565,0.998016,0.877202,364508,0.989988,0.839793,34391,0.992389,0.795068,89804
0000012927,BA,2013,2012,2013-12-31,2014-02-14,2013-02-11,0000012927-14-000004,0000012927-13-000014,0.998434,0.911350,361002,0.996965,0.956124,35252,0.990568,0.809413,88118
0000012927,BA,2014,2013,2014-12-31,2015-02-12,2014-02-14,0000012927-15-000011,0000012927-14-000004,0.998751,0.930636,362577,0.998055,0.962025,36181,0.994222,0.860097,90257
0000012927,BA,2015,2014,2015-12-31,2016-02-10,2015-02-12,0000012927-16-000099,0000012927-15-000011,0.999005,0.948952,361181,0.999725,0.990000,36338,0.993989,0.890819,91168
0000012927,BA,2016,2015,2016-12-31,2017-02-08,2016-02-10,0000012927-17-000006,0000012927-16-000099,0.999058,0.928340,360387,0.998624,0.972949,36137,0.995456,0.903834,92834
0000012927,BA,2017,2016,2017-12-31,2018-02-12,2017-02-08,0000012927-18-000007,0000012927-17-000006,0.995876,0.921680,342360,0.996916,0.966786,36133,0.983405,0.844348,82440
0000012927,BA,2018,2017,2018-12-31,2019-02-08,2018-02-12,0000012927-19-000010,0000012927-18-000007,0.996617,0.925507,362006,0.995887,0.945407,37437,0.987675,0.885410,87593
0000012927,BA,2019,2018,2019-12-31,2020-01-31,2019-02-08,0000012927-20-000014,0000012927-19-000010,0.993113,0.900029,387517,0.966829,0.881369,44244,0.978861,0.848005,94128
0000012927,BA,2020,2019,2020-12-31,2021-02-01,2020-01-31,0000012927-21-000011,0000012927-20-000014,0.991960,0.843816,457785,0.981312,0.847212,55866,0.975323,0.734151,122585
0000012927,BA,2021,2020,2021-12-31,2022-01-31,2021-02-01,0000012927-22-000010,0000012927-21-000011,0.998071,0.912271,430407,0.994812,0.898541,59442,0.992503,0.848629,113335
0000012927,BA,2022,2021,2022-12-31,2023-01-27,2022-01-31,0000012927-23-000007,0000012927-22-000010,0.995716,0.873176,386153,0.981144,0.808609,48423,0.987098,0.809446,98312
0000012927,BA,2023,2022,2023-12-31,2024-01-31,2023-01-27,0000012927-24-000010,0000012927-23-000007,0.997661,0.894435,379473,0.993149,0.864525,49001,0.990875,0.821242,87052
0000012927,BA,2024,2023,2024-12-31,2025-02-03,2024-01-31,0000012927-25-000015,0000012927-24-000010,0.997239,0.875465,413698,0.978480,0.843215,58333,0.989844,0.820482,89972
0000012927,BA,2025,2024,2025-12-31,2026-01-30,2025-02-03,0001628280-26-004357,0000012927-25-000015,0.998017,0.899363,418338,0.992253,0.870968,57332,0.991691,0.837055,90018
0000070858,BAC,2008,2007,2008-12-31,2009-02-27,2008-02-28,0001193125-09-041126,0001193125-08-041665,0.991915,0.788240,1082907,0.952954,0.597510,42449,,,0
0000070858,BAC,2009,2008,2009-12-31,2010-02-26,2009-02-27,0001193125-10-041666,0001193125-09-041126,0.994140,0.768989,1227217,0.976778,0.674142,53364,,,0
0000070858,BAC,2010,2009,2010-12-31,2011-02-25,2010-02-26,0000950123-11-018743,0001193125-10-041666,0.993193,0.757236,1412732,0.951746,0.553977,105714,,,0
0000070858,BAC,2011,2010,2011-12-31,2012-02-23,2011-02-25,0000070858-12-000155,0000950123-11-018743,0.996903,0.817179,1480931,0.976263,0.660370,123353,,,0
0000070858,BAC,2012,2011,2012-12-31,2013-02-28,2012-02-23,0000070858-13-000097,0000070858-12-000155,0.997288,0.874444,1455559,0.990398,0.824546,116140,,,0
0000070858,BAC,2013,2012,2013-12-31,2014-02-25,2013-02-28,0000070858-14-000012,0000070858-13-000097,0.998092,0.879962,1409051,0.989971,0.775369,104980,,,0
0000070858,BAC,2014,2013,2014-12-31,2015-02-25,2014-02-25,0000070858-15-000008,0000070858-14-000012,0.998733,0.875284,1295341,0.988352,0.779724,94066,,,0
0000070858,BAC,2015,2014,2015-12-31,2016-02-24,2015-02-25,0000070858-16-000137,0000070858-15-000008,0.998558,0.864849,1195617,0.985753,0.759981,89514,,,0
0000070858,BAC,2016,2015,2016-12-31,2017-02-23,2016-02-24,0000070858-17-000013,0000070858-16-000137,0.998675,0.878284,1061024,0.993258,0.827657,84568,,,0
0000070858,BAC,2017,2016,2017-12-31,2018-02-22,2017-02-23,0000070858-18-000009,0000070858-17-000013,0.999095,0.891768,981054,0.996959,0.890526,87428,,,0
0000070858,BAC,2018,2017,2018-12-31,2019-02-26,2018-02-22,0000070858-19-000012,0000070858-18-000009,0.998958,0.898613,917160,0.996063,0.874379,98552,,,476274
0000070858,BAC,2019,2018,2019-12-31,2020-02-19,2019-02-26,0000070858-20-000011,0000070858-19-000012,0.997925,0.921872,881556,0.987370,0.853886,109990,0.995362,0.908722,457201
0000070858,BAC,2020,2019,2020-12-31,2021-02-24,2020-02-19,0000070858-21-000023,0000070858-20-000011,0.997495,0.884097,937248,0.992422,0.830531,115439,0.995085,0.858770,504311
0000070858,BAC,2021,2020,2021-12-31,2022-02-22,2021-02-24,0000070858-22-000062,0000070858-21-000023,0.998755,0.888844,905411,0.995929,0.871460,128237,0.996401,0.869608,469144
0000070858,BAC,2022,2021,2022-12-31,2023-02-22,2022-02-22,0000070858-23-000092,0000070858-22-000062,0.999396,0.917093,887414,0.994909,0.838805,115537,0.998674,0.903803,458445
0000070858,BAC,2023,2022,2023-12-31,2024-02-20,2023-02-22,0000070858-24-000122,0000070858-23-000092,0.999210,0.919086,895921,0.996150,0.893879,116487,0.997677,0.896430,459264
0000070858,BAC,2024,2023,2024-12-31,2025-02-25,2024-02-20,0000070858-25-000139,0000070858-24-000122,0.999302,0.921483,878906,0.990643,0.897941,117048,0.998078,0.909836,447632
0000070858,BAC,2025,2024,2025-12-31,2026-02-25,2025-02-25,0000070858-26-000157,0000070858-25-000139,0.999480,0.938118,880947,0.997376,0.904165,116990,0.999155,0.935374,449873
0001075531,BKNG,2008,2007,2008-12-31,2009-02-20,2008-03-03,0001104659-09-011154,0001104659-08-014464,0.997106,0.869186,491517,0.971012,0.641517,129395,0.986586,0.733645,88221
0001075531,BKNG,2009,2008,2009-12-31,2010-02-19,2009-02-20,0001104659-10-008002,0001104659-09-011154,0.994332,0.868227,586864,0.970223,0.666532,75143,0.986404,0.725327,101997
0001075531,BKNG,2010,2009,2010-12-31,2011-02-25,2010-02-19,0001104659-11-010302,0001104659-10-008002,0.971689,0.839460,470409,0.976968,0.825915,85344,0.982919,0.713807,91292
0001075531,BKNG,2011,2010,2011-12-31,2012-02-27,2011-02-25,0001075531-12-000005,0001104659-11-010302,0.992349,0.826008,449752,0.959091,0.773558,70311,0.989066,0.757475,100802
0001075531,BKNG,2012,2011,2012-12-31,2013-02-27,2012-02-27,0001075531-13-000011,0001075531-12-000005,0.991822,0.852933,480514,0.974054,0.768054,82197,0.990850,0.822501,104901
0001075531,BKNG,2013,2012,2013-12-31,2014-02-20,2013-02-27,0001075531-14-000007,0001075531-13-000011,0.979249,0.854818,506830,0.947438,0.814560,94669,0.974390,0.789198,110552
0001075531,BKNG,2014,2013,2014-12-31,2015-02-19,2014-02-20,0001075531-15-000007,0001075531-14-000007,0.986344,0.865726,508408,0.988564,0.861026,107079,0.981464,0.775942,121276
0001075531,BKNG,2015,2014,2015-12-31,2016-02-17,2015-02-19,0001075531-16-000084,0001075531-15-000007,0.993111,0.850285,511555,0.988878,0.841160,115725,0.991282,0.799298,125963
0001075531,BKNG,2016,2015,2016-12-31,2017-02-27,2016-02-17,0001075531-17-000009,0001075531-16-000084,0.996430,0.878701,479947,0.993099,0.862635,117366,0.990529,0.722555,106753
0001075531,BKNG,2017,2016,2017-12-31,2018-02-27,2017-02-27,0001075531-18-000015,0001075531-17-000009,0.996354,0.877234,511013,0.993645,0.852594,124113,0.991460,0.802972,110366
0001075531,BKNG,2018,2017,2018-12-31,2019-02-27,2018-02-27,0001075531-19-000009,0001075531-18-000015,0.995676,0.876141,491973,0.990342,0.868885,128841,0.987257,0.838692,106816
0001075531,BKNG,2019,2018,2019-12-31,2020-02-26,2019-02-27,0001075531-20-000011,0001075531-19-000009,0.993618,0.874838,450113,0.991236,0.858404,137810,0.978785,0.789957,82632
0001075531,BKNG,2020,2019,2020-12-31,2021-02-24,2020-02-26,0001075531-21-000019,0001075531-20-000011,0.984029,0.848857,572194,0.981326,0.857874,162091,0.951536,0.722736,125807
0001075531,BKNG,2021,2020,2021-12-31,2022-02-23,2021-02-24,0001075531-22-000008,0001075531-21-000019,0.997259,0.839394,514859,0.990746,0.769069,139120,0.989699,0.748399,96635
0001075531,BKNG,2022,2021,2022-12-31,2023-02-23,2022-02-23,0001075531-23-000016,0001075531-22-000008,0.997505,0.873713,475613,0.995450,0.861623,132726,0.980320,0.738478,81269
0001075531,BKNG,2023,2022,2023-12-31,2024-02-22,2023-02-23,0001075531-24-000014,0001075531-23-000016,0.995922,0.868927,429630,0.992885,0.818444,104446,0.977531,0.824716,83573
0001075531,BKNG,2024,2023,2024-12-31,2025-02-20,2024-02-22,0001075531-25-000010,0001075531-24-000014,0.997760,0.873337,379396,0.991318,0.862989,95612,0.989078,0.801213,59890
0001075531,BKNG,2025,2024,2025-12-31,2026-02-18,2025-02-20,0001075531-26-000009,0001075531-25-000010,0.998085,0.886020,358180,0.993669,0.835322,86102,0.988947,0.764372,52091
0002012383,BLK,2008,2007,2008-12-31,2009-03-02,2008-02-28,0001193125-09-041298,0001193125-08-041884,0.996486,0.818402,497967,0.982335,0.777656,27915,0.971128,0.530959,232006
0002012383,BLK,2009,2008,2009-12-31,2010-03-10,2009-03-02,0001193125-10-052764,0001193125-09-041298,0.984786,0.785415,609668,0.987395,0.861789,33052,0.971630,0.578803,168173
0002012383,BLK,2010,2009,2010-12-31,2011-02-28,2010-03-10,0001193125-11-050218,0001193125-10-052764,0.996684,0.832379,650263,0.995506,0.862581,35119,0.991352,0.781120,208520
0002012383,BLK,2011,2010,2011-12-31,2012-02-28,2011-02-28,0001193125-12-085869,0001193125-11-050218,0.997154,0.851093,588911,0.994619,0.869912,35673,0.989614,0.826693,179960
0002012383,BLK,2012,2011,2012-12-31,2013-03-01,2012-02-28,0001193125-13-084957,0001193125-12-085869,0.994860,0.866630,559816,0.983832,0.795576,49119,0.980698,0.832164,154640
0002012383,BLK,2013,2012,2013-12-31,2014-02-28,2013-03-01,0001193125-14-076587,0001193125-13-084957,0.996026,0.876337,535624,0.990277,0.803071,55416,0.985826,0.845910,140872
0002012383,BLK,2014,2013,2014-12-31,2015-02-27,2014-02-28,0001193125-15-069955,0001193125-14-076587,0.997794,0.875585,504868,0.969750,0.666873,46879,0.993740,0.868239,127918
0002012383,BLK,2015,2014,2015-12-31,2016-02-26,2015-02-27,0001564590-16-013511,0001193125-15-069955,0.996508,0.851218,512440,0.992770,0.760658,61883,0.989256,0.889710,121382
